2.959999999999999964e+00,8.676000000000000512e+01
3.910000000000000142e+00,8.804999999999999716e+01
4.419999999999999929e+00,9.517000000000000171e+01
4.469999999999999751e+00,9.559999999999999432e+01
4.480000000000000426e+00,9.576000000000000512e+01
4.589999999999999858e+00,9.585999999999999943e+01
4.639999999999999680e+00,9.793999999999999773e+01
4.650000000000000355e+00,9.850000000000000000e+01
4.679999999999999716e+00,1.002000000000000028e+02
4.690000000000000391e+00,1.003100000000000023e+02
4.730000000000000426e+00,1.013299999999999983e+02
4.740000000000000213e+00,1.016599999999999966e+02
4.750000000000000000e+00,1.017999999999999972e+02
4.769999999999999574e+00,1.025600000000000023e+02
4.780000000000000249e+00,1.030600000000000023e+02
4.820000000000000284e+00,1.030999999999999943e+02
4.849999999999999645e+00,1.034399999999999977e+02
4.910000000000000142e+00,1.034599999999999937e+02
4.969999999999999751e+00,1.040100000000000051e+02
5.019999999999999574e+00,1.040999999999999943e+02
5.019999999999999574e+00,1.041899999999999977e+02
5.080000000000000071e+00,1.045600000000000023e+02
5.099999999999999645e+00,1.047000000000000028e+02
5.110000000000000320e+00,1.048199999999999932e+02
5.150000000000000355e+00,1.049800000000000040e+02
5.160000000000000142e+00,1.052199999999999989e+02
5.219999999999999751e+00,1.054200000000000017e+02
5.219999999999999751e+00,1.054699999999999989e+02
5.240000000000000213e+00,1.055999999999999943e+02
5.240000000000000213e+00,1.056200000000000045e+02
5.250000000000000000e+00,1.056800000000000068e+02
5.259999999999999787e+00,1.062900000000000063e+02
5.299999999999999822e+00,1.064300000000000068e+02
5.299999999999999822e+00,1.068499999999999943e+02
5.299999999999999822e+00,1.069000000000000057e+02
5.320000000000000284e+00,1.069399999999999977e+02
5.339999999999999858e+00,1.069399999999999977e+02
5.349999999999999645e+00,1.070100000000000051e+02
5.360000000000000320e+00,1.072999999999999972e+02
5.370000000000000107e+00,1.076400000000000006e+02
5.370000000000000107e+00,1.077699999999999960e+02
5.370000000000000107e+00,1.078499999999999943e+02
5.379999999999999893e+00,1.081599999999999966e+02
5.400000000000000355e+00,1.081800000000000068e+02
5.429999999999999716e+00,1.085400000000000063e+02
5.450000000000000178e+00,1.086299999999999955e+02
5.469999999999999751e+00,1.086899999999999977e+02
5.469999999999999751e+00,1.088499999999999943e+02
5.480000000000000426e+00,1.089300000000000068e+02
5.480000000000000426e+00,1.091599999999999966e+02
5.480000000000000426e+00,1.093199999999999932e+02
5.480000000000000426e+00,1.093700000000000045e+02
5.490000000000000213e+00,1.094899999999999949e+02
5.509999999999999787e+00,1.094899999999999949e+02
5.509999999999999787e+00,1.095199999999999960e+02
5.509999999999999787e+00,1.095900000000000034e+02
5.519999999999999574e+00,1.103599999999999994e+02
5.530000000000000249e+00,1.104000000000000057e+02
5.530000000000000249e+00,1.104200000000000017e+02
5.570000000000000284e+00,1.104699999999999989e+02
5.570000000000000284e+00,1.107500000000000000e+02
5.580000000000000071e+00,1.108900000000000006e+02
5.589999999999999858e+00,1.109000000000000057e+02
5.599999999999999645e+00,1.110000000000000000e+02
5.599999999999999645e+00,1.110999999999999943e+02
5.610000000000000320e+00,1.111599999999999966e+02
5.610000000000000320e+00,1.112900000000000063e+02
5.610000000000000320e+00,1.113100000000000023e+02
5.629999999999999893e+00,1.115300000000000011e+02
5.650000000000000355e+00,1.115900000000000034e+02
5.650000000000000355e+00,1.116599999999999966e+02
5.650000000000000355e+00,1.116899999999999977e+02
5.650000000000000355e+00,1.118299999999999983e+02
5.660000000000000142e+00,1.118799999999999955e+02
5.660000000000000142e+00,1.119399999999999977e+02
5.669999999999999929e+00,1.119500000000000028e+02
5.669999999999999929e+00,1.120999999999999943e+02
5.679999999999999716e+00,1.121500000000000057e+02
5.690000000000000391e+00,1.124099999999999966e+02
5.709999999999999964e+00,1.127000000000000028e+02
5.709999999999999964e+00,1.127300000000000040e+02
5.709999999999999964e+00,1.127699999999999960e+02
5.709999999999999964e+00,1.130100000000000051e+02
5.719999999999999751e+00,1.131400000000000006e+02
5.719999999999999751e+00,1.132300000000000040e+02
5.730000000000000426e+00,1.132600000000000051e+02
5.730000000000000426e+00,1.134599999999999937e+02
5.730000000000000426e+00,1.136200000000000045e+02
5.730000000000000426e+00,1.136299999999999955e+02
5.730000000000000426e+00,1.136599999999999966e+02
