7.629999999999999893e+00,1.267900000000000063e+02
7.690000000000000391e+00,1.339799999999999898e+02
7.719999999999999751e+00,1.355600000000000023e+02
7.769999999999999574e+00,1.356200000000000045e+02
7.839999999999999858e+00,1.366299999999999955e+02
7.940000000000000391e+00,1.376599999999999966e+02
8.050000000000000711e+00,1.388700000000000045e+02
8.109999999999999432e+00,1.392599999999999909e+02
8.179999999999999716e+00,1.401999999999999886e+02
8.189999999999999503e+00,1.409099999999999966e+02
8.189999999999999503e+00,1.429300000000000068e+02
8.210000000000000853e+00,1.448499999999999943e+02
8.240000000000000213e+00,1.455200000000000102e+02
8.240000000000000213e+00,1.464699999999999989e+02
8.289999999999999147e+00,1.465099999999999909e+02
8.300000000000000711e+00,1.466100000000000136e+02
8.359999999999999432e+00,1.467100000000000080e+02
8.359999999999999432e+00,1.468100000000000023e+02
8.369999999999999218e+00,1.468499999999999943e+02
8.369999999999999218e+00,1.470699999999999932e+02
8.449999999999999289e+00,1.474300000000000068e+02
8.470000000000000639e+00,1.476200000000000045e+02
8.500000000000000000e+00,1.477199999999999989e+02
8.500000000000000000e+00,1.477800000000000011e+02
8.509999999999999787e+00,1.480300000000000011e+02
8.509999999999999787e+00,1.482599999999999909e+02
8.529999999999999361e+00,1.483499999999999943e+02
8.539999999999999147e+00,1.489600000000000080e+02
8.589999999999999858e+00,1.491999999999999886e+02
8.589999999999999858e+00,1.493300000000000125e+02
8.609999999999999432e+00,1.493899999999999864e+02
8.640000000000000568e+00,1.494199999999999875e+02
8.650000000000000355e+00,1.498300000000000125e+02
8.660000000000000142e+00,1.500099999999999909e+02
8.660000000000000142e+00,1.500300000000000011e+02
8.669999999999999929e+00,1.501699999999999875e+02
8.669999999999999929e+00,1.503799999999999955e+02
8.679999999999999716e+00,1.505999999999999943e+02
8.679999999999999716e+00,1.506299999999999955e+02
8.689999999999999503e+00,1.506899999999999977e+02
8.689999999999999503e+00,1.507500000000000000e+02
8.710000000000000853e+00,1.510900000000000034e+02
8.730000000000000426e+00,1.511100000000000136e+02
8.740000000000000213e+00,1.511299999999999955e+02
8.740000000000000213e+00,1.512199999999999989e+02
8.750000000000000000e+00,1.512899999999999920e+02
8.759999999999999787e+00,1.516500000000000057e+02
8.759999999999999787e+00,1.522199999999999989e+02
8.779999999999999361e+00,1.524199999999999875e+02
8.789999999999999147e+00,1.525300000000000011e+02
8.789999999999999147e+00,1.525900000000000034e+02
8.800000000000000711e+00,1.527899999999999920e+02
8.800000000000000711e+00,1.528199999999999932e+02
8.800000000000000711e+00,1.528799999999999955e+02
8.810000000000000497e+00,1.530099999999999909e+02
8.810000000000000497e+00,1.531100000000000136e+02
8.810000000000000497e+00,1.531299999999999955e+02
8.810000000000000497e+00,1.531399999999999864e+02
8.820000000000000284e+00,1.534199999999999875e+02
8.839999999999999858e+00,1.535200000000000102e+02
8.839999999999999858e+00,1.538899999999999864e+02
8.839999999999999858e+00,1.540500000000000114e+02
8.849999999999999645e+00,1.540699999999999932e+02
8.849999999999999645e+00,1.541699999999999875e+02
8.859999999999999432e+00,1.542299999999999898e+02
8.859999999999999432e+00,1.542599999999999909e+02
8.859999999999999432e+00,1.542800000000000011e+02
8.880000000000000782e+00,1.543100000000000023e+02
8.880000000000000782e+00,1.543300000000000125e+02
8.890000000000000568e+00,1.544399999999999977e+02
8.900000000000000355e+00,1.544499999999999886e+02
8.900000000000000355e+00,1.548100000000000023e+02
8.900000000000000355e+00,1.548799999999999955e+02
8.910000000000000142e+00,1.551500000000000057e+02
8.919999999999999929e+00,1.552500000000000000e+02
8.919999999999999929e+00,1.552700000000000102e+02
8.919999999999999929e+00,1.554900000000000091e+02
8.929999999999999716e+00,1.555300000000000011e+02
8.929999999999999716e+00,1.555399999999999920e+02
8.949999999999999289e+00,1.556200000000000045e+02
8.960000000000000853e+00,1.556500000000000057e+02
8.960000000000000853e+00,1.556699999999999875e+02
8.960000000000000853e+00,1.556899999999999977e+02
8.970000000000000639e+00,1.558400000000000034e+02
9.000000000000000000e+00,1.560800000000000125e+02
9.009999999999999787e+00,1.560900000000000034e+02
9.019999999999999574e+00,1.561599999999999966e+02
9.019999999999999574e+00,1.561800000000000068e+02
9.019999999999999574e+00,1.562899999999999920e+02
9.029999999999999361e+00,1.562899999999999920e+02
9.029999999999999361e+00,1.564300000000000068e+02
9.029999999999999361e+00,1.565000000000000000e+02
9.029999999999999361e+00,1.568700000000000045e+02
9.029999999999999361e+00,1.569199999999999875e+02
9.050000000000000711e+00,1.571999999999999886e+02
9.050000000000000711e+00,1.572100000000000080e+02
9.060000000000000497e+00,1.572599999999999909e+02
9.060000000000000497e+00,1.573100000000000023e+02
9.060000000000000497e+00,1.574900000000000091e+02
9.060000000000000497e+00,1.575500000000000114e+02
9.060000000000000497e+00,1.575699999999999932e+02
9.060000000000000497e+00,1.576599999999999966e+02
9.070000000000000284e+00,1.577100000000000080e+02
9.070000000000000284e+00,1.577199999999999989e+02
9.070000000000000284e+00,1.577400000000000091e+02
9.070000000000000284e+00,1.577500000000000000e+02
9.080000000000000071e+00,1.577800000000000011e+02
9.080000000000000071e+00,1.580000000000000000e+02
9.080000000000000071e+00,1.580500000000000114e+02
9.089999999999999858e+00,1.581999999999999886e+02
9.089999999999999858e+00,1.582800000000000011e+02
9.089999999999999858e+00,1.582800000000000011e+02
9.089999999999999858e+00,1.583300000000000125e+02
9.089999999999999858e+00,1.584199999999999875e+02
9.099999999999999645e+00,1.585099999999999909e+02
9.099999999999999645e+00,1.585200000000000102e+02
9.099999999999999645e+00,1.585399999999999920e+02
9.099999999999999645e+00,1.585699999999999932e+02
9.099999999999999645e+00,1.585900000000000034e+02
9.109999999999999432e+00,1.586399999999999864e+02
9.109999999999999432e+00,1.587299999999999898e+02
9.109999999999999432e+00,1.588000000000000114e+02
9.109999999999999432e+00,1.590500000000000114e+02
9.109999999999999432e+00,1.591599999999999966e+02
9.119999999999999218e+00,1.591800000000000068e+02
9.119999999999999218e+00,1.593400000000000034e+02
9.119999999999999218e+00,1.593700000000000045e+02
9.119999999999999218e+00,1.593899999999999864e+02
9.119999999999999218e+00,1.594099999999999966e+02
9.130000000000000782e+00,1.594399999999999977e+02
9.130000000000000782e+00,1.594799999999999898e+02
9.130000000000000782e+00,1.595399999999999920e+02
9.130000000000000782e+00,1.595600000000000023e+02
9.130000000000000782e+00,1.596100000000000136e+02
9.130000000000000782e+00,1.597100000000000080e+02
9.140000000000000568e+00,1.599000000000000057e+02
9.150000000000000355e+00,1.599799999999999898e+02
9.150000000000000355e+00,1.600699999999999932e+02
9.150000000000000355e+00,1.601200000000000045e+02
9.150000000000000355e+00,1.601299999999999955e+02
9.160000000000000142e+00,1.601399999999999864e+02
9.169999999999999929e+00,1.601699999999999875e+02
9.169999999999999929e+00,1.601899999999999977e+02
9.169999999999999929e+00,1.603600000000000136e+02
9.169999999999999929e+00,1.604399999999999977e+02
9.179999999999999716e+00,1.605500000000000114e+02
9.179999999999999716e+00,1.605800000000000125e+02
9.179999999999999716e+00,1.606699999999999875e+02
9.179999999999999716e+00,1.606999999999999886e+02
9.189999999999999503e+00,1.607299999999999898e+02
9.189999999999999503e+00,1.607599999999999909e+02
9.189999999999999503e+00,1.608000000000000114e+02
9.189999999999999503e+00,1.608400000000000034e+02
9.199999999999999289e+00,1.608400000000000034e+02
9.199999999999999289e+00,1.608700000000000045e+02
9.199999999999999289e+00,1.609300000000000068e+02
9.199999999999999289e+00,1.610099999999999909e+02
9.220000000000000639e+00,1.610300000000000011e+02
9.230000000000000426e+00,1.610399999999999920e+02
9.230000000000000426e+00,1.610800000000000125e+02
9.230000000000000426e+00,1.611100000000000136e+02
